CL_IRFCL_INDICATOR_PUB,International Reserves and Foreign Currency Liquidity (IRFCL) Indicator
IRFCLDT1_IRFCL31_BOFIRC_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country"
IRFCLDT1_IRFCL31_BOFIRC_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country"
IRFCLDT1_IRFCL31_BOFIRC_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country"
IRFCLDT1_IRFCL31_BOFIRCLA_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country, of which located abroad"
IRFCLDT1_IRFCL31_BOFIRCLA_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country, of which located abroad"
IRFCLDT1_IRFCL31_BOFIRCLA_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions in the reporting country, of which located abroad"
IRFCLDT1_IRFCL31_BOFIORC_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country"
IRFCLDT1_IRFCL31_BOFIORC_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country"
IRFCLDT1_IRFCL31_BOFIORC_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country"
IRFCLDT1_IRFCL31_BOFIORCLA_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country, of which located abroad"
IRFCLDT1_IRFCL31_BOFIORCLA_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country, of which located abroad"
IRFCLDT1_IRFCL31_BOFIORCLA_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, banks and other financial institutions outside reporting country, of which located abroad"
IRFCLDT1_IRFCL31_ONCBBISIMF_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, with Other National Central Banks, BIS and IMF"
IRFCLDT1_IRFCL31_ONCBBISIMF_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, with Other National Central Banks, BIS and IMF"
IRFCLDT1_IRFCL31_ONCBBISIMF_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, with Other National Central Banks, BIS and IMF"
IRFCLDT1_IRFCL32_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, securities"
IRFCLDT1_IRFCL32_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, securities"
IRFCLDT1_IRFCL32_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits, securities"
IRFCLDT1_IRFCL64_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, securities of which: issuer headquartered in reporting country but located abroad"
IRFCLDT1_IRFCL64_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, securities of which: issuer headquartered in reporting country but located abroad"
IRFCLDT1_IRFCL64_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, securities of which: issuer headquartered in reporting country but located abroad"
IRFCLDT1_IRFCL56_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped)"
IRFCLDT1_IRFCL56_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped)"
IRFCLDT1_IRFCL56_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped)"
IRFCLDT1_IRFCL56_FTO_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped)"
IRFCLDT1_IRFCL56GB_FTO_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped): gold bullion"
IRFCLDT1_IRFCL56UG_FTO_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, gold (including gold deposits and if appropriate gold swapped): unallocated gold"
IRFCLDT1_IRFCL57_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets IMF reserve position"
IRFCLDT1_IRFCL57_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets IMF reserve position"
IRFCLDT1_IRFCL57_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets IMF reserve position"
IRFCLDT1_IRFCL58_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets other reserve assets,"
IRFCLDT1_IRFCL58_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets other reserve assets,"
IRFCLDT1_IRFCL58_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets other reserve assets,"
IRFCLDT1_IRFCL59_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, financial derivatives"
IRFCLDT1_IRFCL59_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, financial derivatives"
IRFCLDT1_IRFCL59_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, financial derivatives"
IRFCLDT1_IRFCL60_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, loans to non bank nonresidents"
IRFCLDT1_IRFCL60_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, loans to non bank nonresidents"
IRFCLDT1_IRFCL60_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, loans to non bank nonresidents"
IRFCLDT1_IRFCL61_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, other"
IRFCLDT1_IRFCL61_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, other"
IRFCLDT1_IRFCL61_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, other"
IRFCLDT1_IRFCL65_DIC_XDR_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, Denominated in Special Drawing Rights (SDRs)"
IRFCLDT1_IRFCL65_DIC_XDR_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, Denominated in Special Drawing Rights (SDRs)"
IRFCLDT1_IRFCL65_DIC_XDR_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets, Denominated in Special Drawing Rights (SDRs)"
IRFCLDT4_IRFCLDCDIXR_EUR_IRFCL13,"Memorandum items, Short-term domestic currency debt indexed to the exchange rate"
IRFCLDT4_IRFCLDCDIXR_USD_IRFCL13,"Memorandum items, Short-term domestic currency debt indexed to the exchange rate"
IRFCLDT4_IRFCLDCDIXR_XDC_IRFCL13,"Memorandum items, Short-term domestic currency debt indexed to the exchange rate"
IRFCLDT4_IRFCLU96_RMGT1Y_A_EUR_IRFCL13,"Memorandum items, Financial derivatives (net marked to market) forward futures or options contracts, Residual maturity more than 1 year, Assets"
IRFCLDT4_IRFCLU96_RMGT1Y_A_USD_IRFCL13,"Memorandum items, Financial derivatives (net marked to market) forward futures or options contracts, Residual maturity more than 1 year, Assets"
IRFCLDT4_IRFCLU96_RMGT1Y_A_XDC_IRFCL13,"Memorandum items, Financial derivatives (net marked to market) forward futures or options contracts, Residual maturity more than 1 year, Assets"
IRFCLDT1_IRFCL34_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets"
IRFCLDT1_IRFCL34_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets"
IRFCLDT1_IRFCL34_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets"
IRFCLDT1_IRFCL43_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, deposits not included in official reserve assets"
IRFCLDT1_IRFCL43_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, deposits not included in official reserve assets"
IRFCLDT1_IRFCL43_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, deposits not included in official reserve assets"
IRFCLDT1_IRFCL37_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, financial derivatives not included in official reserve assets"
IRFCLDT1_IRFCL37_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, financial derivatives not included in official reserve assets"
IRFCLDT1_IRFCL37_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, financial derivatives not included in official reserve assets"
IRFCLDT1_IRFCL121_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, gold not included in official reserve assets"
IRFCLDT1_IRFCL121_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, gold not included in official reserve assets"
IRFCLDT1_IRFCL121_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, gold not included in official reserve assets"
IRFCLDT1_IRFCL40_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, loans not included in official reserve assets"
IRFCLDT1_IRFCL40_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, loans not included in official reserve assets"
IRFCLDT1_IRFCL40_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, loans not included in official reserve assets"
IRFCLDT1_IRFCL41_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, other"
IRFCLDT1_IRFCL41_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, other"
IRFCLDT1_IRFCL41_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, other"
IRFCLDT1_IRFCL42_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, securities not included in official reserve assets"
IRFCLDT1_IRFCL42_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, securities not included in official reserve assets"
IRFCLDT1_IRFCL42_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Other foreign currency assets, securities not included in official reserve assets"
IRFCLDT2_IRFCL1_SM1MUT3M_LP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Long positions"
IRFCLDT2_IRFCL1_SM1MUT3M_LP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Long positions"
IRFCLDT2_IRFCL1_SM1MUT3M_LP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Long positions"
IRFCLDT2_IRFCL1_SUTM_IN_LP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Inflows, Long positions"
IRFCLDT2_IRFCL1_SUTM_IN_LP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Inflows, Long positions"
IRFCLDT2_IRFCL1_SUTM_IN_LP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Inflows, Long positions"
IRFCLDT2_IRFCL1_SM3MUTY_IN_LP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Inflows, Long positions"
IRFCLDT2_IRFCL1_SM3MUTY_IN_LP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Inflows, Long positions"
IRFCLDT2_IRFCL1_SM3MUTY_IN_LP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Inflows, Long positions"
IRFCLDT2_IRFCL1_SM1MUT3M_SHP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Short positions"
IRFCLDT2_IRFCL1_SM1MUT3M_SHP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Short positions"
IRFCLDT2_IRFCL1_SM1MUT3M_SHP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 1 and up to 3 months, Short positions"
IRFCLDT2_IRFCL1_SUTM_SHP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Short positions"
IRFCLDT2_IRFCL1_SUTM_SHP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Short positions"
IRFCLDT2_IRFCL1_SUTM_SHP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), Up to 1 month, Short positions"
IRFCLDT2_IRFCL1_SM3MUTY_SHP_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Short positions"
IRFCLDT2_IRFCL1_SM3MUTY_SHP_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Short positions"
IRFCLDT2_IRFCL1_SM3MUTY_SHP_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Forwards and futures in foreign currencies vis-s-vis the domestic currency (including the forward leg of currency swaps), More than 3 months and up to 1 year, Short positions"
IRFCLDT2_IRFCL24_SM1MUT3M_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 1 and up to 3 months"
IRFCLDT2_IRFCL24_SM1MUT3M_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 1 and up to 3 months"
IRFCLDT2_IRFCL24_SM1MUT3M_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 1 and up to 3 months"
IRFCLDT2_IRFCL24_SUTM_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, Up to 1 month"
IRFCLDT2_IRFCL24_SUTM_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, Up to 1 month"
IRFCLDT2_IRFCL24_SUTM_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, Up to 1 month"
IRFCLDT2_IRFCL24_SM3MUTY_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL24_SM3MUTY_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL24_SM3MUTY_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL151_SM1MUT3M_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL151_SM1MUT3M_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL151_SM1MUT3M_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL151_SUTM_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Inflows"
IRFCLDT2_IRFCL151_SUTM_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Inflows"
IRFCLDT2_IRFCL151_SUTM_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Inflows"
IRFCLDT2_IRFCL151_SM3MUTY_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL151_SM3MUTY_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL151_SM3MUTY_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL26_SM1MUT3M_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL26_SM1MUT3M_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL26_SM1MUT3M_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL26_SUTM_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Inflows"
IRFCLDT2_IRFCL26_SUTM_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Inflows"
IRFCLDT2_IRFCL26_SUTM_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Inflows"
IRFCLDT2_IRFCL26_SM3MUTY_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL26_SM3MUTY_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL26_SM3MUTY_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL151_SM1MUT3M_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SM1MUT3M_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SM1MUT3M_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SUTM_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SUTM_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SUTM_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SM3MUTY_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SM3MUTY_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL151_SM3MUTY_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, interest, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM1MUT3M_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM1MUT3M_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM1MUT3M_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SUTM_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SUTM_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SUTM_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM3MUTY_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM3MUTY_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL26_SM3MUTY_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Foreign currency loans, securities and deposits, principal, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL45_SM1MUT3M_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 1 and up to 3 months"
IRFCLDT2_IRFCL45_SM1MUT3M_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 1 and up to 3 months"
IRFCLDT2_IRFCL45_SM1MUT3M_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 1 and up to 3 months"
IRFCLDT2_IRFCL45_SUTM_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, Up to 1 month"
IRFCLDT2_IRFCL45_SUTM_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, Up to 1 month"
IRFCLDT2_IRFCL45_SUTM_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, Up to 1 month"
IRFCLDT2_IRFCL45_SM3MUTY_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL45_SM3MUTY_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL45_SM3MUTY_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, More than 3 months and up to 1 year"
IRFCLDT2_IRFCL50_SM1MUT3M_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL50_SM1MUT3M_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL50_SM1MUT3M_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL50_SUTM_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Inflows"
